,100-1- -a,245-1-0-a,245-1-0-b,260- - -c,653- - -a,lang,year,245-1-3-a,245-1-3-b
2014092906009,"Sortland, Bjørn",Oslo-mysteriet,,2007,"barn, krimbøker, kunst, lettleste, skjønnlitteratur, spenningslitteratur",nob,2007,,
2014092906011,"Jensen, Jørn",Stians far lager mål,,2007,"fotball, lettlest",nob,2007,,
2014092906055,"Johnsen, Olaf",,,2006,,nob,2006,Et hav-ekko,
2014092906062,"Engen, Berly",Mormors dikt,,cop. 2006,,nob,2006,,
2014092906097,"Lindgren, Astrid",Pippi :,Pippi ordner alt og andre serier,2011,"barn, litteratur, sverige",nob,2011,,
2014092906105,"Formoe, Terje",Kaptein Sabeltann og bokstavjakten :,en alfabetbok,2009,"barnelitteratur, bildebøker, bokstaver, norsk, sjørøvere",nob,2009,,
2014092938009,"Holmås, Stig",Tordensønnen :,bok 1-4,2011,"indianere, nord-amerika, ungdomsbøker",nob,2011,,
2014092938012,"Øverland, Arnulf",Samlede dikt,,2011,,nob,2011,,
2014092938013,"Oksholen, Tore",Smertegrensen :,thriller,2007,"2000-tallet, bioteknologi, krim, norske, romaner, spenning, terror",nob,2007,,
2014093007002,"Bøgh Andersen, Kenneth",Kenneth Bøgh Andersens Antboy :,maskefall,2009,,nob,2009,,
2014100106008,"Moe, Jørgen",I brønnen og i tjernet,,2013,,nob,2013,,
2014100106035,"Strid, Jakob Martin",Mimbo Jimbo,,2010,"billedbøker, dyr",nob,2010,,
2014100108077,"Fagereng, Per Kristian",Irritasjonsboken,,2007,,nob,2007,,
2014100108090,"Log, Karla Berit",Varsom vandring i ord og farger,,[2011],,nob,2011,,
2014100108104,"Renberg, Tore",Sovende floke :,og tidlige tekster 1987-1995,2009,,nob,2009,,
2014100108105,"Larsson, Åsa",Svart sti,,2007,,nob,2007,,
2014100108144,"Skevik, Pia",Jeg elsker meg :,noen må jo gjøre det,2005,,nob,2005,,
2014100208020,"Hegstad, Inger Harriet",Rivaler,,cop. 2009,,nob,2009,,
2014100238009,"Frimansson, Inger",Skyggen i vannet,,cop. 2008,"drap, kriminallitteratur, kriminalromaner, mobbing, skjønnlitteratur, sverige",nob,2008,,
2014100238018,"Guillou, Jan",,,cop. 2008,"kriminalitet, roman, skjønnlitteratur, økonomisk",nob,2008,,
2014100308009,"Thørring, Jorun",Glassdukkene,,2007,"2000-tallet, krim, kriminallitteratur, kriminalromaner, norske, prosa, roman, romaner, skjønnlitteratur, spenning, tromsø",nob,2007,,
2014100308010,"Kristiansen, Else Berit",Vanskelige valg,,2009,,nob,2009,,
2014100308011,"Knausgård, Karl Ove",Min kamp,roman,2011,,nob,2011,,
2014100308020,"Åkerman, Sofia",Sebrapiken,,2005,"anoreksi, anoreksia, biografier, brukerkunnskap, egenskade, eteforstyrringar, lidelser, lidingar, personlegdomsforstyrringar, psykiatriselvbiografi, psykiatriselvbiografi, psykiske, romaner, selvskading, sjølvbibografi, sjølvskading, skjønnlitteratur, spiseforstyrrelser, ungdom, villet",nob,2005,,
2014100308079,"Trolle, Lotte",Stedfortreder,,2006,,nob,2006,,
2014100338002,"Eriksen, Synnøve",Rød by,,2008,,nob,2008,,
2014100338008,"Brenden, Laila",Forføreren,,2008,,nob,2008,,
2014100338012,"Masterson, Louis",Oklahoma terror ; Kane's colt,,2006,,nob,2006,,
2014100338013,"Masterson, Louis",Menneskejeger ; Kane's kvinner,,2007,,nob,2007,,
2014100338110,"Eriksen, Endre Lund",,,2009,,nob,2009,En terrorist i senga,
2014100608003,"Kjus, Trine",Uten spor,,2008,,nob,2008,,
2014100608004,"Meyer, Anne Marie",Mørke krefter,,2010,,nob,2010,,
2014100608008,"Meyer, Anne Marie",Bak masken,,2010,,nob,2010,,
2014100608010,"Masterson, Louis",For en neve pesos,,cop. 2010,,nob,2010,,
2014100608023,"Mettenes, Sigrun",,,cop. 2010,,nob,2010,,
2014100608070,"Guillou, Jan",Tyvenes marked,,cop. 2006,,nob,2006,,
2014100608078,"Meyer, Anne Marie",Skjebnetimer,,2010,,nob,2010,,
2014100706006,"Vogt, Eskil",Blind :,filmmanus,2014,"film, filmmanus, litteratur, manus, norsk, skuespill",nob,2014,,
2014100706100,"Nilsen, Else Sofie",Hvordan er fugl Fønix i dag?,,2006,,nob,2006,,
2014100807548,"Myklebust, Morten",På markedet,,cop. 2011,,nob,2011,,
2014100907567,"Bruna, Dick",Miffys forstørrelsesglass,,cop. 2007,,nob,2007,,
2014100907572,"Flesland, Sissel",- og mens vi jobber,,[2007?],,nob,2007,,
2014100907584,"Formoe, Terje",Kaptein Sabeltann og Pinky på den forheksede øya,,2011,"barnebøker, sjørøveri, spenning",nob,2011,,
2014100907586,"Lindgren, Astrid",Brødrene Løvehjerte,,2009,"barn, litteratur, roman, svensk",nob,2009,,
2014100907599,"Widmark, Martin",Kirkemysteriet,,2009,"barn, fortellinger",nob,2009,,
2014100907622,"Therkelsen, Elbjørg",Shalom fra Jerusalem :,perler og poesi fra Israel,2005,,nob,2005,,
2014100907633,"Lehne, Ann Sidsel Grøtjorden",North og Sea,,2011,,nob,2011,,
2014100907656,"Lem, Gunn Hild",Måneskinnslandet,,2011,"barnebøker, døden, foreldre, sorg, sykdom",nob,2011,,
2014100907681,"Saxegaard, Eddi B.",House 2000,,[2010],,nob,2010,,
2014100908036,"Ambjørnsen, Ingvar",Hevnen fra himmelen,,2007,,nob,2007,,
2014100908038,"Sømoen, Bjørnar",Full tank,,2005,,nob,2005,,
2014100908072,"Lerum, May Grethe",Å jage en drøm,,2010,,nob,2010,,
2014100908161,"Undset, Sigrid",Jenny,,2006,,nob,2006,,
2014100908195,"Larsen, Mads",Lesbisk nigger :,roman,2007,,nob,2007,,
2014100908198,"Jensen, Jørn",Klar til kamp!,,2007,"barnebøker, fotball, lettlesingsbøker",nob,2007,,
2014101306074,"Brattberg, Fredrik",Tilbakekomstene ; Monsemann ; Winterreise ; Urtene. Komfyren. Koppen. :,scenetekster,2013,"litteratur, norsk, scenetekster, skodespel, skuespill",nob,2013,,
2014101306081,"Kjørsvik, Joakim",I fjor var en lang natt :,roman,2013,"komedier, litteratur, norsk, oslo, romaner, tragiske",nob,2013,,
2014101306090,"Strøm, Gry Hovdenak",Ordsamleren :,roman,2013,"litteratur, norsk, norske, romaner",nob,2013,,
2014101306091,"Lie, David",Absolutt presens,,2013,"litteratur, norsk",nob,2013,,
2014101306093,"Langeland, Henrik H.",Hauk og due,,2012,"2010-tallet, barndom, litteratur, norsk, norske, oslo, romaner, svik, vennskap",nob,2012,,
2014101306100,"Renberg, Tore",Pixley Mapogo :,roman,2009,"2000-tallet, jarle, klepp, norske, romaner",nob,2009,,
2014101306103,"Nannestad, Bård",Da Henrik Husten kom hjem,,2012,"2010-tallet, litteratur, norsk, norske, romaner",nob,2012,,
2014101308010,"Møller-Lien, Knut",Sebastians verden,,[2005],,nob,2005,,
2014101308014,"Tursten, Helene",Den som lurer i mørket,,cop. 2011,,nob,2011,,
2014101308051,"Bang, Naia",Teres@s hemmelighet - og andre godnatthistorier for voksne,,2005,,nob,2005,,
2014101308056,"Knudsen, Lise",Svarte vinger,,2008,,nob,2008,,
2014101308066,"Angell-Jacobsen, Rune",Over grensen,,2005,,nob,2005,,
2014101308074,"Bjørneboe, Jens",Samlede verker,,2006,,nob,2006,,
2014101308086,"Bravinger, Håkan",Budbæreren,,2009,,nob,2009,,
2014101308096,"Lindstrøm, Merethe",Natthjem :,roman,2008,"2000-tallet, barn, foreldre, norske, romaner, skilsmisse",nob,2008,,
2014101308105,"Mehren, Stein",Samlede dikt 1996-2000,,2007,,nob,2007,,
2014101308124,"Masterson, Louis",Klondike '97 ; Dommedag i Skagway,,2008,,nob,2008,,
2014101308127,"Hjertø, Camilla",Skyer i horisonten,,2006,,nob,2006,,
2014101308134,"Kjærstad, Jan",Rand,,2006,,nob,2006,,
2014101308155,"Masterson, Louis",El Gringo,,cop. 2009,,nob,2009,,
2014101308168,"Øen, Morten",Samlede dikt,,2007,,nob,2007,,
2014101308174,"Dybdahl, Svein",Mine røde damer,,2006,,nob,2006,,
2014101408037,"Skjelbred, Margaret",Lerkehjerter ; Vildresinn ; Alvemål,,2009,,nob,2009,,
2014101408045,"Ragde, Anne B.",Pappa er et surrehue!,,2007,"barnebøker, familien, fødselsdag, lettlesingsbøker",nob,2007,,
2014101408132,"Jacobsen, Roy",Seierherrene,,2009,"generasjoner, historie, idrett, litteratur, norsk, roman, skjønnlitteratur, slektsroman",nob,2009,,
2014101408175,"Guillou, Jan",Madame Terror,,[2007],"2000-tallet, krim, kriminalromaner, skjønnlitteratur, spenning, svensk",nob,2007,,
2014101408201,"Jansson, Tove",Trollmannens hatt,,2006,"barnebøker, skjønnlitteratur",nob,2006,,
2014101408248,"Gahrton, Måns",Målløse United :,"Maja, Melker og revansjen",2005,,nob,2005,,
2014101408275,"Nilsen, Tove",Skyskraperengler,,2009,,nob,2009,,
2014101408278,"Lerum, May Grethe",Opprør,,2009,,nob,2009,,
2014101408285,"Renberg, Tore",Videogutten :,roman,2010,,nob,2010,,
2014101408325,"Jacobsen, Roy",Marions slør :,roman,2008,"2000-tallet, fordommer, krim, kulturkritikk, norske, romaner, spenning",nob,2008,,
2014101506001,"Elvemo, Jarle",Krigsfangen :,en ungdomsroman i Empati-serien,cop. 2005,,nob,2005,,
2014101506003,"Kjørmo, Torbjørn",I niende måned,,2006,,nob,2006,,
2014101506051,"Senje, Siri",Biografien om Camilla Collett :,"stemmen fra ""de stummes leir""",2009,"barnelitteratur, biografier, forfattere, kvinner, norske, ungdomsbøker",nob,2009,,
2014101508031,"Persson, Leif G.W.",Mellom sommerens lengsel og vinterens kulde :,en roman om en forbrytelse,2005,,nob,2005,,
2014101606016,"Movafagh, Farjam",Yppersteprofetens testamente,,2012,"litteratur, norsk, skjønnlitteratur",nob,2012,,
2014101606031,"Rutledal, Thore",Øynenes glød,,cop. 2006,,nob,2006,,
2014101638004,"Barthel, Per",Poppit og Snobbit,,cop. 2005,,nob,2005,,
2014101638109,"Viken, Anne",XXX,,2010,,nob,2010,,
2014102006107,"Dammann, Jaran",Mørkets ansikt,,2012,"krim, litteratur, norsk, valdres",nob,2012,,
2014102008116,"Lyngmo, Inger-Lise",Snøriket,,2010,,nob,2010,,
2014102008144,"Johnsen, Kjetil",,,2008,,nob,2008,Et siste offer,
2014102008153,"Kallentoft, Mons",Sommerdøden,,2009,"krim, kriminal, kriminalromaner, romaner, skjønnlitteratur, spenning",nob,2009,,
2014102108003,"Nicolaysen, Marit",Slusk,,2008,,nob,2008,,
2014102108071,"Lien, Merete",Byttehandelen,,2009,,nob,2009,,
2014102108176,"Nilsen, Thor",Dikt i mellom,,2009,,nob,2009,,
2014102108177,"Wirsén, Stina",Hvem er sint?,,2007,"bildebok, billedbok, billedbøker, følelser, sinne",nob,2007,,
2014102108204,"Strømsborg, Linn",Roskilde,,2010,,nob,2010,,
2014102108268,"Lund, Reidar",Kjære Halvor,,2010,"barn, fedre, foreldre, ungdom, ungdomsbøker, vennskap",nob,2010,,
2014102108281,"Jensen, Jørn",Kasper trener på hjørnespark,,2007,"barnebøker, fotball, lettlesingsbøker",nob,2007,,
2014102108343,"Gjersøe, Ann-Christin",Malstrøm,,2009,,nob,2009,,
2014102108348,"Almendingen, Liv",Lussinatt,,2009,,nob,2009,,
2014102108370,"Burkey, Ingvild",Falsk pike :,roman,2008,,nob,2008,,
2014102108372,"Lindell, Unni",Mørkemannen,,2009,,nob,2009,,
2014102258003,"Schamp, Tom",Bli med til byen!,,cop. 2011,,nob,2011,,
2014102306021,"Prøis, Christin Grilstad","Heksagon og Penny, så klart!",,2005,"barnebøker, hekser, klovner, lettlesingsbøker, sirkus, sjalusi",nob,2005,,
2014102308056,"Andersen, Yvonne",Profetien,,2011,,nob,2011,,
2014102706069,"Amoroso, Angela",Tre vise dyr,,2007,"dyr, jul, julefeiring",nob,2007,,
2014102706082,"Østli, Siri",På høye hæler over Grønland,,2010,,nob,2010,,
2014102708006,"Heivoll, Gaute",Før jeg brenner ned,,2011,,nob,2011,,
2014102708008,"Borge, Bernhard",Døde menn går i land,,2008,,nob,2008,,
2014102708110,"Hegstad, Inger Harriet",Avskjed,,cop. 2009,,nob,2009,,
2014102708111,"Løveid, Cecilie",Skuespill 2,,2011,,nob,2011,,
2014102708150,"Alvtegen, Karin",Savn,,2006,,nob,2006,,
2014102708204,"Engestøl, Tone",Fortiden går med meg,,2010,,nob,2010,,
2014102708215,"Kjærstad, Jan",Jakten på de skjulte vaffelhjertene,,2005,lettlest,nob,2005,,
2014102724001,"Røsbak, Ove",Alf Prøysen :,blåklokkeviku og slipsteinsvæils,2014,"biografier, etterkrigstid, forfattere, form, litteratur, litteraturhistorie, norge, norsk, norske, ringsaker, viser, visesanger, visesongarar",nob,2014,,
2014102806013,"Brænne, Trond",Rottene kommer,,2006,,nob,2006,,
2014102806020,"Baug, Birger",Paradis tapt :,kriminalroman,2009,"krim, kriminallitteratur, romaner, skjønnlitteratur, spenning",nob,2009,,
2014102806022,"Ambjørnsen, Ingvar",23-salen,,2010,"psykiatri, psykiatriske, roman, skjønnlitteratur, sykehus",nob,2010,,
2014102806031,"Lunde, Sigrid",Sterke rivaler,,2010,,nob,2010,,
2014102808007,"Givle, Niels  $$  1875-1919",,,2005,,nob,2005,,
2014102808018,"Refsdal, Liv Hege",Mikkel og Ekornia,,2007,,nob,2007,,
2014102848011,"Olsson, Sören",Mitt liv som Sunes hund,,cop. 2006,,nob,2006,,
2014102848134,"Bringsværd, Tor Åge",Ruffen og den flyvende hollender,,cop. 2007,sjøormer,nob,2007,,
2014102848136,"Lorentzen, Gustav",Barske ramperim,,2009,"barnedikt, barnepoesi, barnerim, humor, regler, rim",nob,2009,,
2014102848200,"Bringsværd, Tor Åge",Ruffen og drageslottet,,2006,"barnebok, billedbøker, drager, sjøormer",nob,2006,,
2014102848205,"Grøntvedt, Nina Elisabeth",,,cop. 2008,"billedbøker, katter, lek, søsken",nob,2008,,
2014102907537,"Kvarvåg, Anne",Rikke &amp; Ruben :,-ikke helt som andre gullfisker-,2008,,nob,2008,,
2014103007529,"Eliassen, Ruben",Frostens datter,,2011,"barnebøker, fantastisk, litteratur",nob,2011,,
2014103007663,"Vestheim, Gry",Maja og mormor leker gjemsel,,2008,,nob,2008,,
2014103007688,"Josephus Jitta, Ceseli",Momo leier en katt,,cop. 2010,,nob,2010,,
2014103007691,"Larsen, Hilde Matre",Kuraffens tellebok,,cop. 2007,,nob,2007,,
2014103007772,"Bolstad, Ann Hilde",Hva skjer nå da?,,cop. 2010,,nob,2010,,
2014103008138,"Berglund, Ingrid",Det svakeste ledd,,2006,"kriminalromaner, skjønnlitteratur",nob,2006,,
2014103008139,"Lerum, May Grethe",Savnets stemme,,2010,,nob,2010,,
2014103008159,"Hagerup, Klaus",Markus og den store fotballkjærligheten,,2008,,nob,2008,,
2014103008202,"Nærum, Knut",,,2005,,nob,2005,En himmel full av stjerner,
